route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
87907,Yt,87907R2-2205,"Universität Süd",1,"",87907R2-2405
87907,Fb,87907H3-2630,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,2,87907H2-2530,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,2,87907H2-2730,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Fb,87907R3-2605,"Universität Süd",1,"",87907R2-2405
87907,2,87907R2-2705,"Universität Süd",1,"",87907R2-2405
87907,Yu,87907H2-2830,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yt,87907H2-2230,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yu,87907R2-2905,"Universität Süd",1,"",87907R2-2405
87907,Yt,87907R2-2505,"Universität Süd",1,"",87907R2-2405
87907,Fb,87907R3-2805,"Universität Süd",1,"",87907R2-2405
87907,2,87907R2-2605,"Universität Süd",1,"",87907R2-2405
87907,Yr,87907R0-2705,"Universität Süd",1,"",87907R2-2405
87907,Yr,87907H0-2630,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yr,87907H0-2530,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yr,87907H0-2730,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yr,87907R0-2805,"Universität Süd",1,"",87907R2-2405
87907,Yt,87907H2-1930,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Fb,87907H3-2730,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yt,87907R2-2105,"Universität Süd",1,"",87907R2-2405
87907,2,87907H2-2630,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Fb,87907H3-2530,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,2,87907R2-2805,"Universität Süd",1,"",87907R2-2405
87907,Yt,87907R2-1905,"Universität Süd",1,"",87907R2-2405
87907,Yt,87907H2-2430,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yt,87907H2-1830,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yr,87907R0-2605,"Universität Süd",1,"",87907R2-2405
87907,Yt,87907R2-2305,"Universität Süd",1,"",87907R2-2405
87907,Yt,87907H2-2030,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yt,87907H2-2330,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Fb,87907R3-2705,"Universität Süd",1,"",87907R2-2405
87907,Yt,87907H2-2130,"Wiblingen (Alte Siedlung)",0,"",87907H3-2530
87907,Yt,87907R2-2405,"Universität Süd",1,"",87907R2-2405
87907,Yt,87907R2-2005,"Universität Süd",1,"",87907R2-2405
87908,Fb,87908R3-2556,"",1,"",87908R3-2556
87908,Yr,87908R0-2556,"",1,"",87908R3-2556
87908,Yt,87908R2-1856,"",1,"",87908R3-2556
87908,Yr,87908R0-2656,"",1,"",87908R3-2556
87908,Yt,87908H2-2330,"",0,"",87908H2-1930
87908,2,87908R2-2756,"",1,"",87908R3-2556
87908,Yr,87908H0-2630,"",0,"",87908H2-1930
87908,2,87908R2-2556,"",1,"",87908R3-2556
87908,2,87908H2-2730,"",0,"",87908H2-1930
87908,Yt,87908H2-2430,"",0,"",87908H2-1930
87908,Yt,87908H2-2230,"",0,"",87908H2-1930
87908,Yt,87908H2-1930,"",0,"",87908H2-1930
87908,Fb,87908R3-2656,"",1,"",87908R3-2556
87908,Yt,87908R2-2256,"",1,"",87908R3-2556
87908,Yt,87908R2-2356,"",1,"",87908R3-2556
87908,Yr,87908R0-2756,"",1,"",87908R3-2556
87908,Yt,87908R2-2056,"",1,"",87908R3-2556
87908,Yt,87908H2-2030,"",0,"",87908H2-1930
87908,Yt,87908R2-2456,"",1,"",87908R3-2556
87908,2,87908H2-2530,"",0,"",87908H2-1930
87908,Yt,87908R2-1956,"",1,"",87908R3-2556
87908,Yr,87908H0-2730,"",0,"",87908H2-1930
87908,Yu,87908H2-2830,"",0,"",87908H2-1930
87908,2,87908H2-2630,"",0,"",87908H2-1930
87908,Yt,87908H2-1830,"",0,"",87908H2-1930
87908,Fb,87908H3-2530,"",0,"",87908H2-1930
87908,Yu,87908R2-2856,"",1,"",87908R3-2556
87908,Fb,87908H3-2630,"",0,"",87908H2-1930
87908,Yt,87908H2-2130,"",0,"",87908H2-1930
87908,Yr,87908H0-2530,"",0,"",87908H2-1930
87908,Fb,87908R3-2756,"",1,"",87908R3-2556
87908,Fb,87908H3-2730,"",0,"",87908H2-1930
87908,2,87908R2-2656,"",1,"",87908R3-2556
87908,Yt,87908R2-2156,"",1,"",87908R3-2556
87015,0,87015H0-0733,"Science Park II",0,"",87015H0-0833
87015,0,87015H0-0723,"Science Park II",0,"",87015H0-0833
87015,0,87015H0-0933,"Science Park II",0,"",87015H0-0833
87015,0,87015H0-0623,"Science Park II",0,"",87015H0-0833
87015,0,87015H0-0523,"Science Park II",0,"",87015H0-0833
87015,0,87015H0-0823,"Science Park II",0,"",87015H0-0833
87015,0,87015R0-1805,Willy-Brandt-Platz,1,"",87015R0-1605
87015,0,87015H0-0833,"Science Park II",0,"",87015H0-0833
87015,0,87015R0-1705,Willy-Brandt-Platz,1,"",87015R0-1605
87015,0,87015R0-1605,Willy-Brandt-Platz,1,"",87015R0-1605
87015,0,87015H0-0923,"Science Park II",0,"",87015H0-0833
87005,0,87005R0-0654,Wiley,1,"",87005R0-0640
87005,3,87005H3-0450,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-1637,Wiley,1,"",87005R2-1233
87005,3,87005R3-1030,Wiley,1,"",87005R2-0630
87005,2,87005R2-0730,Wiley,1,"",87005R2-0630
87005,2,87005R2-0530,Wiley,1,"",87005R2-0630
87005,0,87005R0-0701,Wiley,1,"",87005R0-0701
87005,3,87005H3-1606,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-1718,Wiley,1,"",87005R2-1233
87005,0,87005H0-1756,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-1657,Wiley,1,"",87005R2-1233
87005,2,87005R2-0455,Ludwigsfeld,1,"",87005R2-0532
87005,2,87005R2-2400,Wiley,1,"",87005R2-0630
87005,3,87005H3-2108,Wissenschaftsstadt,0,"",87005H0-0809
87005,Fb,87005H3-2420,Wissenschaftsstadt,0,"",87005H2-2406
87005,0,87005H0-0759,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005R0-0655,Wiley,1,"",87005R2-1233
87005,0,87005R0-0540,Ludwigsfeld,1,"",87005R2-0532
87005,0,87005R0-0905,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-1405,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1844,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-2420,Wissenschaftsstadt,0,"",87005H2-2406
87005,2,87005H2-1658,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005R0-1517,Wiley,1,"",87005R2-1233
87005,2,87005H2-1628,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-1806,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-1618,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005H0-0739,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005R0-1507,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005H3-0808,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-0925,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-1648,Wiley,1,"",87005R2-1233
87005,3,87005R3-1000,Wiley,1,"",87005R2-0630
87005,0,87005H0-0811,Wissenschaftsstadt,0,"",87005H0-0811
87005,Fb,87005R3-2503,Sonnenfeld,1,"",87005R0-2442
87005,0,87005H0-1344,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-0630,Wiley,1,"",87005R2-0630
87005,2,87005R2-0532,Ludwigsfeld,1,"",87005R2-0532
87005,2,87005H2-0450,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-0818,Wiley,1,"",87005R2-1233
87005,3,87005R3-1448,Wiley,1,"",87005R2-1233
87005,2,87005R2-2432,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-0646,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1108,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-2402,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-2202,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-2300,Wiley,1,"",87005R2-0630
87005,3,87005H3-1151,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-1726,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-1348,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-1421,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-1131,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-1148,Wiley,1,"",87005R2-1233
87005,2,87005H2-1121,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-1901,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-0521,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-0608,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005H2-2308,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-1101,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005H2-2006,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005H3-0538,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-1631,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-0616,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-0700,Wiley,1,"",87005R0-0640
87005,2,87005R2-1048,Wiley,1,"",87005R2-1233
87005,0,87005R0-0647,Ludwigsfeld,1,"",87005R0-0647
87005,0,87005R0-1445,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005H2-0921,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-0602,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1444,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-0930,Wiley,1,"",87005R2-0630
87005,3,87005R3-0455,Ludwigsfeld,1,"",87005R2-0532
87005,2,87005R2-1837,Wiley,1,"",87005R2-1233
87005,3,87005R3-1032,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1852,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-2018,Sonnenfeld,1,"",87005R0-2442
87005,0,87005H0-1911,Wissenschaftsstadt,0,"",87005H0-0809
87005,Fa,87005R0-2436,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-0602,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005R2-2438,Sonnenfeld,1,"",87005R0-2442
87005,0,87005R0-1737,Wiley,1,"",87005R2-1233
87005,2,87005H2-2210,Wissenschaftsstadt,0,"",87005H0-2408
87005,2,87005R2-1557,Wiley,1,"",87005R2-1233
87005,0,87005H0-1714,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-1704,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005R2-1233,Wiley,1,"",87005R2-1233
87005,2,87005H2-2108,Wissenschaftsstadt,0,"",87005H0-2408
87005,3,87005R3-1248,Wiley,1,"",87005R2-1233
87005,3,87005H3-1536,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005R2-1246,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005R2-1457,Wiley,1,"",87005R2-1233
87005,0,87005H0-0636,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-2140,Wissenschaftsstadt,0,"",87005H0-2408
87005,3,87005H3-2406,Wissenschaftsstadt,0,"",87005H2-2406
87005,0,87005H0-1746,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005R0-0705,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-2302,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-1105,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-2200,Wiley,1,"",87005R2-0630
87005,2,87005H2-2240,Wissenschaftsstadt,0,"",87005H0-2408
87005,2,87005R2-1825,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-1837,Wiley,1,"",87005R2-1233
87005,0,87005R0-2001,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-0749,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-1128,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-1437,Wiley,1,"",87005R2-1233
87005,0,87005R0-0544,Wiley,1,"",87005R2-1233
87005,2,87005H2-1418,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-1748,Wiley,1,"",87005R2-1233
87005,2,87005H2-2310,Wissenschaftsstadt,0,"",87005H0-2408
87005,2,87005R2-1148,Wiley,1,"",87005R2-1233
87005,0,87005R0-1457,Wiley,1,"",87005R2-1233
87005,2,87005H2-1358,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005R2-1517,Wiley,1,"",87005R2-1233
87005,2,87005R2-0600,Wiley,1,"",87005R2-0630
87005,3,87005H3-2238,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-0540,Wissenschaftsstadt,0,"",87005H0-2408
87005,2,87005R2-1845,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005H3-1851,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-0640,Wissenschaftsstadt,0,"",87005H0-2408
87005,2,87005R2-1645,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005R2-1545,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-0536,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-1331,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1118,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005H3-2308,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-0600,Wiley,1,"",87005R2-0630
87005,2,87005H2-2338,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005H2-1951,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-2208,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-1831,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005R2-1445,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1951,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005H2-0936,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-1931,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-0603,Wiley,1,"",87005R2-1233
87005,0,87005R0-0717,Wiley,1,"",87005R2-1233
87005,0,87005R0-1117,Wiley,1,"",87005R2-1233
87005,2,87005H2-1006,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005H0-2036,Wissenschaftsstadt,0,"",87005H0-1918
87005,0,87005H0-0948,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-0809,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-2202,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1454,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-1951,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-0908,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-1848,Wiley,1,"",87005R2-1233
87005,2,87005R2-1505,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1038,Wissenschaftsstadt,0,"",87005H2-1558
87005,Fa,87005R0-2503,Sonnenfeld,1,"",87005R0-2442
87005,2,87005R2-1805,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-0848,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-0633,Wiley,1,"",87005R2-1233
87005,0,87005H0-2021,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-1028,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005H2-1558,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005R0-0704,Wiley,1,"",87005R0-0704
87005,0,87005R0-0917,Wiley,1,"",87005R2-1233
87005,0,87005R0-1417,Wiley,1,"",87005R2-1233
87005,0,87005R0-1527,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-1807,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-1057,Wiley,1,"",87005R2-1233
87005,2,87005H2-2051,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-1707,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-1537,Wiley,1,"",87005R2-1233
87005,2,87005H2-1408,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-2110,Wissenschaftsstadt,0,"",87005H0-2408
87005,2,87005R2-1203,Wiley,1,"",87005R2-1233
87005,0,87005H0-2210,Wissenschaftsstadt,0,"",87005H0-2408
87005,2,87005H2-2408,Wissenschaftsstadt,0,"",87005H0-2408
87005,0,87005R0-1727,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-1827,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005H3-0608,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-1948,Wiley,1,"",87005R2-1233
87005,2,87005R2-1257,Wiley,1,"",87005R2-1233
87005,3,87005H3-2240,Wissenschaftsstadt,0,"",87005H0-2408
87005,2,87005R2-2302,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1636,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-2046,Sonnenfeld,1,"",87005R0-2442
87005,3,87005R3-1918,Wiley,1,"",87005R2-1233
87005,3,87005R3-1518,Wiley,1,"",87005R2-1233
87005,3,87005R3-2230,Wiley,1,"",87005R2-0630
87005,0,87005R0-0825,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-1112,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-2238,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-0606,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-2200,Wiley,1,"",87005R2-0630
87005,0,87005R0-0845,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005R2-2018,Sonnenfeld,1,"",87005R0-2442
87005,0,87005H0-1604,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-1102,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-0530,Wiley,1,"",87005R2-0630
87005,2,87005R2-1118,Wiley,1,"",87005R2-1233
87005,3,87005H3-1136,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-1608,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-2130,Wiley,1,"",87005R2-0630
87005,2,87005R2-1216,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-2038,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-0839,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-1301,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005R2-1857,Wiley,1,"",87005R2-1233
87005,3,87005R3-1401,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-2131,Wiley,1,"",87005R2-0630
87005,3,87005H3-2408,Wissenschaftsstadt,0,"",87005H0-2408
87005,3,87005H3-0708,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-0958,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-0951,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-1045,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005H2-2138,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-1736,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005H3-1436,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-2406,Wissenschaftsstadt,0,"",87005H2-2406
87005,0,87005H0-0819,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005R2-2330,Wiley,1,"",87005R2-0630
87005,0,87005R0-2434,Sonnenfeld,1,"",87005R0-2442
87005,2,87005H2-0640,Wissenschaftsstadt,0,"",87005H0-2408
87005,3,87005H3-1521,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-2300,Wiley,1,"",87005R2-0630
87005,0,87005H0-0938,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005R0-1917,Wiley,1,"",87005R2-1233
87005,2,87005H2-1240,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005H3-0910,Wissenschaftsstadt,0,"",87005H0-2408
87005,3,87005R3-2018,Sonnenfeld,1,"",87005R0-2442
87005,2,87005R2-0848,Wiley,1,"",87005R2-1233
87005,0,87005R0-1845,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-2442,Sonnenfeld,1,"",87005R0-2442
87005,0,87005H0-1918,Wissenschaftsstadt,0,"",87005H0-1918
87005,3,87005H3-0738,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-2132,Ludwigsfeld,1,"",87005R3-1931
87005,Fa,87005R0-2435,Wiley,1,"",87005R2-0630
87005,3,87005R3-1100,Wiley,1,"",87005R2-0630
87005,0,87005H0-0918,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-1701,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005H2-2055,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-1717,Wiley,1,"",87005R2-1233
87005,Nb,87005H3-2338,Wissenschaftsstadt,0,"",87005H2-2406
87005,0,87005R0-1257,Wiley,1,"",87005R2-1233
87005,2,87005R2-0700,Wiley,1,"",87005R2-0630
87005,2,87005R2-1905,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-2133,Wiley,1,"",87005R2-0630
87005,0,87005H0-2338,Wissenschaftsstadt,0,"",87005H2-2406
87005,0,87005H0-2308,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-2332,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005R2-2430,Wiley,1,"",87005R2-0630
87005,3,87005H3-1010,Wissenschaftsstadt,0,"",87005H0-2408
87005,0,87005R0-0440,Ludwigsfeld,1,"",87005R2-0532
87005,3,87005R3-0900,Wiley,1,"",87005R2-0630
87005,Fb,87005R3-2435,Wiley,1,"",87005R2-0630
87005,3,87005H3-0710,Wissenschaftsstadt,0,"",87005H0-2408
87005,2,87005R2-2001,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-1657,Wiley,1,"",87005R2-1233
87005,0,87005R0-0525,Wiley,1,"",87005R3-1110
87005,3,87005H3-0810,Wissenschaftsstadt,0,"",87005H0-2408
87005,0,87005R0-1817,Wiley,1,"",87005R2-1233
87005,0,87005R0-2442,Sonnenfeld,1,"",87005R0-2442
87005,3,87005R3-1218,Wiley,1,"",87005R2-1233
87005,0,87005H0-1646,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005H0-2240,Wissenschaftsstadt,0,"",87005H0-2408
87005,0,87005R0-1857,Wiley,1,"",87005R2-1233
87005,0,87005R0-2402,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-0729,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-0932,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-1318,Wiley,1,"",87005R2-1233
87005,3,87005H3-1321,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-1537,Wiley,1,"",87005R2-1233
87005,Nb,87005R3-2434,Sonnenfeld,1,"",87005R0-2442
87005,2,87005R2-1948,Wiley,1,"",87005R2-1233
87005,3,87005H3-0838,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-2135,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005R2-1917,Wiley,1,"",87005R2-1233
87005,Fa,87005H0-2420,Wissenschaftsstadt,0,"",87005H2-2406
87005,3,87005H3-1406,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005H0-1654,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-0937,Wiley,1,"",87005R2-1233
87005,2,87005R2-0702,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1048,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005H2-1538,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-1501,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005H2-1908,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005H2-1338,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-2053,Wissenschaftsstadt,0,"",87005H0-2408
87005,0,87005H0-1058,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-1548,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005H2-1808,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-1907,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005R2-0732,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005H3-1721,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-0902,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-2232,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-0829,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-0928,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-0948,Wiley,1,"",87005R2-1233
87005,0,87005R0-2400,Wiley,1,"",87005R2-0630
87005,0,87005R0-2332,Ludwigsfeld,1,"",87005R3-1931
87005,Fb,87005R3-2436,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1614,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005R0-0837,Wiley,1,"",87005R2-1233
87005,0,87005R0-0510,Ludwigsfeld,1,"",87005R2-0532
87005,2,87005R2-1325,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005H3-1751,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-1431,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005R3-0532,Ludwigsfeld,1,"",87005R2-0532
87005,0,87005H0-2138,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005R3-2108,Sonnenfeld,1,"",87005R0-2442
87005,2,87005R2-1525,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005H0-1624,Wissenschaftsstadt,0,"",87005H2-1558
87005,0,87005H0-1348,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-1404,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005R2-1305,Ludwigsfeld,1,"",87005R3-1931
87005,0,87005R0-2302,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005H2-1151,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005R2-0632,Ludwigsfeld,1,"",87005R3-1931
87005,3,87005H3-1306,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-0536,Wissenschaftsstadt,0,"",87005H0-0809
87005,0,87005H0-2006,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005H2-1858,Wissenschaftsstadt,0,"",87005H2-1558
87005,3,87005R3-2332,Ludwigsfeld,1,"",87005R3-1931
87005,2,87005R2-1737,Wiley,1,"",87005R2-1233
87005,2,87005H2-0720,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-2021,Wissenschaftsstadt,0,"",87005H2-2406
87005,2,87005H2-2208,Wissenschaftsstadt,0,"",87005H0-0809
87005,2,87005H2-0638,Wissenschaftsstadt,0,"",87005H0-0809
87005,3,87005H3-1506,Wissenschaftsstadt,0,"",87005H2-1558
87005,2,87005R2-1018,Wiley,1,"",87005R2-1233
87005,0,87005H0-1504,Wissenschaftsstadt,0,"",87005H2-1558
